OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
522482,38487081,,DEFAULT,1767305149000,1767627431000,firesponse,20,20,TNTNSC,,20,,,,Moderate,,,,Human,Debris and open burning,Hand pile/slash,,,1767292020000,Type 5 Incident,1768313811000,,,,,,,SACC,,,,,,Sequatchie - Locust Road,,WF,FI,35.5249755,-85.454087,,,{880C5886-41C5-4C50-85A4-1C2B3EA16B97},,0,,,0,,,0,1,260003,firesponse,100,,,Sequatchie,TNTNSC,47153,DVF,TNTNS,,Private,Private,,,,,,,SA25,DVF,TNTNS,US-TN,,SB3,Hardwood Litter,,,2026-TNTNS-260003,No Decision,,,,1767296164780,1770671120770,0,,,{1472A127-A5C7-416E-9C6C-0C885B2DDA3B},6ecf6556-91dd-46bf-8329-913e54312f92,Type 5 Incident,-85.45043333,35.52505
522515,38487115,,DEFAULT,1767314940000,1767819120000,firesponse,106.84,106.84,TXTIC,0,,,,,Moderate,,,,Human,Debris and open burning,Escaped Prescribed Burn,SFFU,,1767295560000,Type 5 Incident,,0,100,0,0,,,SACC,1767654062000,1767448800000,1767481200000,F,Type 5 IC,Rockwall Church 2,"9 Miles SE from Zavalla, TX",WF,FI,31.08261684,-94.33354938,,,{09F32655-BEA4-4545-92FD-0216F34F4884},,0,,,0,,,0,1,260048,firesponse,100,100,,Jasper,TXTIC,48241,SFS,TXTXF,,USFS,Federal,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Grass and Understory),,1,2026-TXTXS-260048,No Decision,,,,1767299214323,1770823690620,0,,,{56791ED6-E3CD-418F-A3E4-2FD2F83F2142},974912cc-1522-4b9d-aade-21d92d8a2594,Type 5 Incident,-94.32148835,31.0580994
522518,42471604,,DEFAULT,1767464580000,1768508820000,wildcade,60,50,TXTIC,,,,,,,,,,Undetermined,,,SFFT,,1767296040000,,1769552340000,,,,,P8,0813,SACC,,,,,,Rockwall Church 2,,WF,FI,31.049638,-94.317155,,,{327A4D99-4E8A-4955-AC7A-D18D06C27707},,0,1,1,0,,,,1,000003,INFORM_Inspector,,,,Jasper,TXTIC,48241,USFS,TXTXF,,USFS,Federal,,,,,,,SA12,USFS,TXTXF,US-TX,,,,,,2026-TXTXF-000003,No Decision,,,,1767300054213,1773757999800,0,,,{327A4D99-4E8A-4955-AC7A-D18D06C27707},6cfdaf75-a662-4904-9d1d-3e519085dc64,Type 4 Incident,-94.323932,31.054571
522522,38487121,,DEFAULT,1767298500000,1767895200000,wildcade,42.2,0.1,ARAOC,,,,,,,,,,Undetermined,,,SFFJ,,1767294120000,,1767981600000,,,,,PA,1542,SACC,,,,,,LEGENDARY,,WF,FI,34.048611,-97.575,,,{B8BAA14D-5824-4F0A-85E4-9AECC28A8185},,0,1,,0,,,,1,000038,wildcade,,,,Jefferson,ARAOC,40067,,,,Private,Private,,,,,,,SA03,BIA,OKCHA,US-OK,,,,,,2026-OKCHA-000038,No Decision,,,,1767301347807,1769026509543,0,,,{F3CA913F-915B-4433-8E06-5B193ED49403},c445e804-525b-487e-8cdb-90735e310850,Type 5 Incident,-97.575,34.048611
522524,38487122,,DEFAULT,1767308700000,1767547920000,firesponse,26.3,26.3,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,Yard debris,,,1767298740000,Type 5 Incident,,,,,,,,SACC,,,,,,Houston 0054,,WF,FI,31.12536667,-95.484,,,{1EEBCDB3-65E9-4330-B4C5-FF195700CD98},,0,,,0,,,1,1,260054,firesponse,100,,,Houston,TXTIC,48225,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2026-TXTXS-260054,No Decision,,,,1767301627323,1768221901353,0,,,{BA08E407-27CE-4CB8-A70C-E6FC79BDF683},dbbd1c41-9bc7-4d8c-aaa0-1a9af0960152,Type 5 Incident,-95.484,31.12536667
522526,38487126,,DEFAULT,1767310140000,1767457080000,firesponse,16,16,TXTIC,,,,,,Moderate,,,,Human,Fireworks,Unknown (remarks required),,,1767299580000,Type 5 Incident,,,,,,,,SACC,,,,,,Nacogdoches 0056,,WF,FI,31.8076663,-94.76680359,,,{2DB1273A-73BC-4623-A339-5922B84C0B5E},,0,,,0,,,0,1,260056,firesponse,100,,,Nacogdoches,TXTIC,48347,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Litter and Understory),,,2026-TXTXS-260056,No Decision,,,,1767302002560,1767709838547,0,,,{0491BA33-D21C-4106-8A79-56656D437EDF},ebefa5ac-1971-4e27-a14d-0e49b2134ed4,Type 5 Incident,-94.76083565,31.81924185
522538,38487136,,DEFAULT,1767308040000,1768257000000,wildcade,15,1,MSMIC,,,,,,,,,,Human,,,SFFK,,1767300474000,,1768257000000,,,,,P8,1880,SACC,,,,,,New Year,,WF,FI,32.07325,-89.58675,,,{346F9994-4AA7-4F5F-974B-1586287A62D7},,0,1,,0,,,,1,000002,INFORM_Inspector,,,,Smith,MSMIC,28129,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000002,No Decision,,,,1767304133810,1772141493007,0,,,{F0A97695-D143-4F6E-86E7-782877AA3DA3},5539eed0-5f0e-4e68-9909-48dc1690009b,Type 5 Incident,-89.58675,32.07325
522543,38487140,,DEFAULT,1767484271000,1767749974000,firesponse,31,31,TXTIC,,,,,,Moderate,,,,Undetermined,Undetermined (remarks required),Under investigation,,,1767295942000,Type 5 Incident,,,,,,,,SACC,,,,,,Esparza,,WF,FI,30.30270709,-96.54471322,,,{21A760B3-696C-4BDD-9E5C-A687956A4600},,0,,,0,,,0,1,260049,firesponse,100,,,Washington,TXTIC,48477,SFS,TXTXS,,DOD,Federal,,,,,,,SA12,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2026-TXTXS-260049,No Decision,,,,1767304526650,1767972334380,0,,,{6AB00F2D-CFA6-4BE9-87B7-97C59BFE7164},680d291d-cefe-49aa-b946-537197a38e37,Type 5 Incident,-96.54471322,30.30270709
522545,38487144,,DEFAULT,1767317156000,1767547440000,firesponse,90,90,TXTIC,,,,,,Active,,,,Human,Fireworks,Aerial fireworks,,,1767298860000,Type 5 Incident,,,,,,,,SACC,,,,,,Winfrey Road,,WF,FI,30.65308333,-95.23403333,,,{215D7DA6-31E8-4BFF-A62B-0AD914AAEDC4},,0,,,0,,,0,1,260057,firesponse,100,,,San Jacinto,TXTIC,48407,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Litter and Understory),,,2026-TXTXS-260057,No Decision,,,,1767304982300,1768405870663,0,,,{A2E1CA53-524C-4F33-9962-77763BBB52DF},0e63f2fb-025c-4a9d-9cf0-bd23b0a552ad,Type 5 Incident,-95.23403333,30.65308333
522552,38487151,,DEFAULT,1767385688000,1767667551000,firesponse,25.62,25.62,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,Yard debris,,,1767300012000,Type 5 Incident,,,,,,,,SACC,,,,,,Stone Acres,,WF,FI,31.40704095,-96.28321255,,,{BDDC70A2-55EE-4662-8DA2-C202E28EF4EF},,0,,,0,,,1,1,260058,firesponse,100,,,Limestone,TXTIC,48293,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,Timber (Litter and Understory),,,2026-TXTXS-260058,No Decision,,,,1767306344710,1768692141503,0,,,{C9C7A98E-3E38-4780-BE1C-427A43B57E38},21afacb8-7b66-4f95-a6b9-9371e9dcc8eb,Type 5 Incident,-96.28527778,31.40555556
522568,38487167,,DEFAULT,1767318889000,1767902760000,firesponse,28,28,TXTIC,,,,,,Minimal,,,,Undetermined,Undetermined (remarks required),Origin and/or cause not identified,,,1767304800000,Type 5 Incident,,,,,,,,SACC,,,,,,Lamar 0064,,WF,FI,33.81695,-95.62952,,,{90E80F9C-103E-43F2-9768-7283AB72E3F9},,0,,,0,,,0,1,260064,firesponse,100,,,Lamar,TXTIC,48277,SFS,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,Hardwood Litter,,,2026-TXTXS-260064,No Decision,,,,1767309229943,1767902813937,0,,,{59DFB19D-751A-4634-86B4-33D07F9C002C},c1472975-9291-4ca8-ad3b-4dea9c136cef,Type 5 Incident,-95.62808,33.81668
522570,38487169,,DEFAULT,1767304800000,1768921200000,wildcade,24,24,TNTNC,,,,,,,,,,Undetermined,,,SFFX,,1767286800000,,1768921200000,,,,,PP,1542,SACC,,,,,,Metamora Hill,,WF,FI,35.025278,-88.809722,,,{6CA21C9E-D223-4D74-9746-EB708AB68D84},,0,1,,0,,,,1,000015,INFORM_Inspector,,,,Hardeman,TNTNSC,47069,DVF,TNTNS,,State,Other,,,,,,,SA24,NPS,TNSHP,US-TN,,,,,,2026-TNSHP-000015,No Decision,,,,1767309775490,1768957299220,0,,,{5851FE8A-D56F-4310-A710-7BCF8F389D02},42db91b4-f240-41fa-bc77-a28a40a7fc49,,-88.809722,35.025278
522703,38487302,,DEFAULT,,,ics209,148,,ARAOC,9100,,,,,Minimal,,,,Human,,,SFJE,,1767296700000,,,0,100,0,0,,,SACC,1767624074000,1767621600000,1767623400000,F,Type 5 IC,Little Vian Creek,"10 Miles NW from Sallisaw, OK",WF,FI,,,,,{24445DB8-DEC3-4AE1-B312-598AF75D7480},,0,,,0,,,0,1,260001,firecode,100,100,,Sequoyah,ARAOC,40135,,,,Private,Private,Indian,,,23,9,13,SA17A,DVF,OKOKS,US-OK,,,Hardwood Litter,,1,2026-OKOKS-260001,No Decision,,,,1767364907903,1767628866410,0,,,{6EA91090-5A25-4425-8C91-C1D738F7EFAC},e49192b9-3bbe-4bc8-a044-dd3fee65d2f9,Type 5 Incident,-94.8761111,35.6213889
522726,38487325,,DEFAULT,1767299700000,1767301200000,wildcade,48.2,48.2,COPBC,,,,,,,,,,Human,,,,,1767297480000,,1767302760000,,,,,,,RMCC,,,,,,Dragon Man,,WF,FI,38.84768,-104.562122,,,{495DD2AA-09C5-471D-8F65-6DA7BE0E45A5},,0,1,,0,,,,1,000001,wildcade,,,,El Paso,COPBC,08041,,,,Private,Private,,,,,,,RM27,C&L,COEPX,US-CO,,,,,,2026-COEPX-000001,No Decision,,,,1767368105847,1767967159930,0,,,{779715B1-05E8-4226-8E26-291A2C78FA08},063e2915-6643-41bf-9029-a2e42b8ad1b5,,-104.562122,38.84768
522899,42481657,,DEFAULT,1767483900000,1769090400000,wildcade,62.5,0.1,ARAOC,,,,,,,,,,Undetermined,,,SFGU,,1767376738000,,1769119200000,,,,,PR,1542,SACC,,,,,,Buzzard Roost,,WF,FI,35.109121,-94.620163,,,{2F25CD3F-9E4B-46A5-BCBC-83AAB827100E},,0,1,1,0,,,,1,000044,INFORM_Inspector,,,,McCurtain,ARAOC,40089,USFWS,OKLRR,,USFWS,Federal,,,,,,,SA17A,USFWS,OKLRR,US-OK,,,,,,2026-OKLRR-000044,No Decision,,,,1767376938550,1773502097903,0,,,{2F25CD3F-9E4B-46A5-BCBC-83AAB827100E},38333b42-03b7-4910-a90c-56017ad1c45b,Type 4 Incident,-94.647014,33.968052
522970,38487569,,DEFAULT,1767388506000,1767627441000,firesponse,30,30,TNTNSC,,30,,,,Moderate,,,,Undetermined,Undetermined (remarks required),,,,1767376260000,Type 5 Incident,1768249897000,,,,,,,SACC,,,,,,Sequatchie - Morrison Rd,,WF,FI,35.3292623,-85.4845402,,,{099EBE50-78DD-4B77-9483-3949E5772E28},,0,,,0,,,0,1,260009,firesponse,100,,,Sequatchie,TNTNSC,47153,DVF,TNTNS,,Private,Private,,,,,,,SA25,DVF,TNTNS,US-TN,,SB3,Hardwood Litter,,,2026-TNTNS-260009,No Decision,,,,1767381462173,1768409555440,0,,,{B19ED901-CE8A-4C44-97E9-B933360B2991},e50de046-0fb7-4729-997d-74c30dd9bde2,Type 5 Incident,-85.4884,35.30796667
523150,38487751,,DEFAULT,1767299280000,1767808800000,wildcade,27.7,0.1,ARAOC,,,,,,,,,,Human,,,SFGQ,,1767295800000,,1767895200000,,,,,PA,1542,SACC,,,,,,WATIE,,WF,FI,35.731389,-94.5525,,,{57D9E416-3FB7-4540-9454-4C94B5E4C65F},,0,1,,0,,,,1,000048,wildcade,,,,Adair,ARAOC,40001,,,,Private,Private,,,,,,,SA17A,BIA,OKCNA,US-OK,,,,,,2026-OKCNA-000048,No Decision,,,,1767392133437,1769026679690,0,,,{51314462-708A-49FD-8D3E-0C3D61F8E7CE},3ee1aa00-93d3-4344-9046-7609bb7a8d69,Type 4 Incident,-94.5525,35.731389
523151,38487749,,DEFAULT,1767313920000,1768500000000,wildcade,15.8,0.1,ARAOC,,,,,,,,,,Human,,,SFGP,,1767307500000,,1768500000000,,,,,PA,1542,SACC,,,,,,OAK RIDGE,,WF,FI,35.699361,-94.531903,,,{05F5C1D7-286C-4C95-BB54-A1A26A440F42},,0,1,,0,,,,1,000047,wildcade,,,,Adair,ARAOC,40001,,,,Private,Private,,,,,,,SA17A,BIA,OKCNA,US-OK,,,,,,2026-OKCNA-000047,No Decision,,,,1767392029373,1769026665480,0,,,{3D98EA4F-F4D8-4D3D-A1FF-47EF40C9E6BF},ddaeb6ca-78eb-4b62-9f4f-35eda816d3e4,Type 4 Incident,-94.531903,35.699361
523187,38487781,,DEFAULT,,,ics209,123,,MSMIC,30750,,,,,Moderate,,,,Human,,,,,1767292200000,,,25,75,0,0,,,SACC,1767732730000,1767293100000,1767307500000,F,Type 3 IC,Smith SCR 106,"5 Miles N from Mize, MS",WF,FI,,,,,{A3E8B1C0-B574-405A-B1A3-B6BCEA8AF5B9},,0,,,0,,,0,1,016250,ics209,100,100,Mize,Smith,MSMIC,28129,,,,Private,Private,,,,,,,SA22A,FC,MSMSS,US-MS,,,Southern Rough,Short Grass (1 foot),4,2026-MSMSS-016250,No Decision,,,,1767394162310,1767732730857,0,,,{55903B39-1029-4639-BBD8-02D63F6712CC},17438bfa-f8be-4f7d-9f37-78e752521796,Type 3 Incident,-89.6011111,31.9138889
523225,38487825,,DEFAULT,1767405697000,1767405803000,firesponse,12.3,12.3,TXTIC,,,,,,Minimal,,,,Undetermined,Undetermined (remarks required),Origin destroyed,,,1767391920000,Type 5 Incident,,,,,,,,SACC,,,,,,Newton 0117,,WF,FI,30.60441017,-93.74511898,,,{9B7F76BA-7899-4345-AE97-48F70191D9B7},,0,,,0,,,0,1,260117,firesponse,100,,,Newton,TXTIC,48351,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Litter and Understory),,,2026-TXTXS-260117,No Decision,,,,1767398428777,1767732692983,0,,,{4D315F1A-9BC9-468A-93B9-B2282E462298},1b32afac-10fe-461c-9cc7-3d6f87800ce7,Type 5 Incident,-93.74511898,30.60441017
523321,38487919,,DEFAULT,1768145820000,1769121600000,wildcade,674,75,TXTIC,65000,,,,,Minimal,,Backing,Creeping,Human,,,SFGT,,1767407100000,,1769610360000,0,0,100,0,P8,0813,SACC,1768600931000,1768154400000,1768240800000,F,Type 4 IC,Madley,"5 Miles E from Patroon, TX",WF,FI,31.646685,-93.876286,,,{88F45644-CAF2-4FF1-A640-EB5F2E380CEF},,0,1,,0,,,0,1,000006,wildcade,100,100,Patroon,Shelby,TXTIC,48419,USFS,TXTXF,,USFS,Federal,,,,,,,SA12,USFS,TXTXF,US-TX,,,Timber (Litter and Understory),Brush (2 feet),5,2026-TXTXF-000006,No Decision,,,,1767413275387,1769610401207,0,,,{C8FA5178-19D1-497C-A95D-5F8269EDA882},bc5963bd-8232-4661-9e30-7c19321234a6,Type 4 Incident,-93.879367,31.64805
523341,38487940,,DEFAULT,1767628380000,1767628380000,wildcade,141.36,2,FLFIC,,,,,,,,,,Human,,,SFGV,,1767309503000,,1767628380000,,,,,P8,0805,SACC,,,,,,Holiday,,WF,FI,30.321816,-84.326047,,,{AB5104DC-0F86-4888-A374-B67EAF5665CB},,0,1,,0,,,,1,000006,INFORM_Inspector,,,,Wakulla,FLFIC,12129,USFS,FLFNF,,USFS,Federal,,,,,,,SA47,USFS,FLFNF,US-FL,,,,,,2026-FLFNF-000006,No Decision,,,,1767452855713,1771421327063,0,,,{AA943D9F-29F4-4C44-947B-A7DE9C904854},2f8ff8fa-0ffa-4c36-a07f-a11d3df82e28,,-84.425467,30.203167
523352,42495205,,DEFAULT,1767550080000,1772209680000,wildcade,29.5,1,MSMIC,,,,,,,,,,Human,,,SFHC,,1767455069000,,1773760500000,,,,,P8,1880,SACC,,,,,,319P,,WF,FI,31.001148,-89.085277,,,{91C8E19B-20C5-408D-905F-E409A2B64AC0},,0,1,,0,,,,1,000008,wildcade,,,,Perry,MSMIC,28111,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000008,No Decision,,,,1767458389173,1773765084993,0,,,{91C8E19B-20C5-408D-905F-E409A2B64AC0},ba18cef4-8901-415b-ba59-1837efc6b1d6,,-89.085467,31.00095
523418,38488017,,DEFAULT,1767483600000,1770996240000,wildcade,29,25,FLFIC,,,,,,,,,,Human,,,SFHE,,1767468600000,,1770996240000,,,,,P8,0805,SACC,,,,,,Sherrills Mill,,WF,FI,29.19607,-81.79897,,,{47577515-3AE1-417A-84B0-CA0C413E071C},,0,1,,0,,,,1,000013,wildcade,,,,Marion,FLFIC,12083,USFS,FLFNF,,USFS,Federal,,,,,,,SA49,USFS,FLFNF,US-FL,,,,,,2026-FLFNF-000013,No Decision,,,,1767476127207,1770996308957,0,,,{5C538F14-7328-4163-B735-3C520A8B72D4},d79d3294-44e4-480c-a9b5-bc9917a96e7a,,-81.930278,29.180833
523429,42498805,,CERTIFIED,,,INFORM_Inspector,185,75,TXTIC,,,,,1773606250000,,,,,Human,Equipment and vehicle use,Tractors/mowers/brush hogs,SFHD,,1767471683000,,,,,,,,,SACC,,,,,,DEL MAR HEIGHTS,,WF,FI,,,,,{B7381941-6FE7-4285-B0B2-0A292BDF0805},0,0,0,,0,,0,,1,000001,INFORM_Inspector,,,,Cameron,TXTIC,48061,,,,Private,Private,,,,,,,SA15,USFWS,TXLGR,US-TX,,,,,,2026-TXLGR-000001,No Decision,,,,1767480633487,1773606253557,0,,,{B7381941-6FE7-4285-B0B2-0A292BDF0805},3e058d86-af7e-4558-aa22-8ae51aef3fe8,,-97.42611111,26.04916667
523431,42498806,,DEFAULT,1767913200000,1769702340000,wildcade,700,35,MOMOC,35000,,,,,Minimal,,,,Undetermined,,,SFHF,,1767471360000,,1770300000000,0,100,0,0,P9,0905,EACC,1768342438000,1768255200000,1768341600000,F,Type 4 IC,Math Branch,"10 Miles N from Bradleyvile, MO",WF,FI,36.88005,-92.949033,,,{8BF47127-7D41-460A-BBE5-D96DDAB0CD9B},,0,1,,0,,,0,1,000011,INFORM_Inspector,100,100,,Christian,MOMOC,29043,USFS,MOMTF,,USFS,Federal,5th Principal Meridian,,,18W,7,25N,EA13,USFS,MOMTF,US-MO,,,Timber (Litter and Understory),,5,2026-MOMTF-000011,Approved Decision,500000,Type 4 IC,1769173631000,1767482035420,1773089894150,0,,,{8BF47127-7D41-460A-BBE5-D96DDAB0CD9B},c9dd2459-bb0d-42f7-88fc-86bda6977f52,Type 4 Incident,-92.949033,36.88005
523432,38488031,,DEFAULT,,,ics209,148,,GAGASC,15000,,,,,Extreme,,Short-range Spotting,,Human,,,,,1767294000000,,,0,100,0,0,,,SACC,1767482511000,1767298500000,1767398400000,F,Type 4 IC,Bear Creek Rd,"4 Miles N from Mount Vernon, GA",WF,FI,,,,,{EADACEC0-8559-410A-A7CD-FD429A9CA0FB},,0,,,0,,,0,1,052607,ics209,100,100,Mount Vernon,Montgomery,GAGASC,13209,,,,Private,Private,,,,,,,SA42,FC,GAGAS,US-GA,,,Brush (2 feet),Short Grass (1 foot),24,2026-GAGAS-052607,No Decision,,,,1767482511147,1767482511147,0,,,{55DCE255-DD95-432C-B851-740E8372FE7C},90dee298-3b0a-4e8b-96c8-a27f6dacf4ad,Type 4 Incident,-82.6013889,32.2261111
523480,42503203,,DEFAULT,1768145760000,1772117700000,wildcade,112,0.1,AZPDC,,,,,,,,,,Human,,,SFHG,,1767501757000,,1772118000000,,,,,PR,1542,SWCC,,,,,,South Point,,WF,FI,33.241,-114.688,,,{59E5107D-598D-464D-A199-995343B5C46B},,0,1,0,0,0,0,,1,000025,wildcade,,,,La Paz,AZPDC,04012,USFWS,AZCBR,,USFWS,Federal,,,,,,,SW03,USFWS,AZCBR,US-AZ,,,,,,2026-AZCBR-000025,No Decision,,,,1767510767770,1774714319110,0,,,{59E5107D-598D-464D-A199-995343B5C46B},0642a1e1-ab96-4a35-8a81-559b30b961b4,Type 4 Incident,-114.684425,33.239671
523523,38488122,,DEFAULT,1767572098000,1768000902000,firesponse,15,15,TXTIC,,,,,,Minimal,,,,Human,Power generation/transmission/distribution,Wind turbine/windmills utility systems,,,1767549114000,Type 5 Incident,,,,,,,,SACC,,,,,,Springs Creek,,WF,FI,32.53072,-99.46237,,,{ECF6DD4D-7EE3-4461-9FD4-68A0D0C09A93},,0,,,0,,,1,1,260138,firesponse,100,,,Shackelford,TXTIC,48417,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2026-TXTXS-260138,No Decision,,,,1767552089140,1769096545007,0,,,{787F7DDB-5919-4AB5-9155-DC69E7C76A07},fdbd566c-ae85-4067-8057-4a45e16c65ef,Type 5 Incident,-99.46237,32.53072
523613,38488212,,DEFAULT,1767642893000,1767719935000,firesponse,27,27,KYKIC,,,,,,,,,,Undetermined,,,,,1767567780000,Type 5 Incident,,,,,,,,SACC,,,,,,Hardshell Fugate Fork,,WF,FI,37.45959832,-83.22452545,,,{64CAB412-7B73-406A-8FBF-DBFB8F642DA0},,0,,,0,,,0,1,260250057,firesponse,100,,,Breathitt,KYKIC,21025,DVF,KYKYS,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,GR5,Short Grass (1 foot),,,2026-KYKYS-260250057,No Decision,,,,1767572027997,1768581829410,0,,,{00F591AF-A24A-4919-8698-2931A4F7417A},408640ec-78d3-40fc-9fa1-48c4e23753dc,Type 5 Incident,-83.22617,37.46003
523645,38488244,,DEFAULT,1768413600000,1768413600000,wildcade,16.5,0.1,ARAOC,,,,,,,,,,Human,,,SFHT,,1767562200000,,1768413600000,,,,,PA,1542,SACC,,,,,,NW PAINT,,WF,FI,34.631944,-98.591111,,,{EE32ABDE-99DC-423D-B43E-B7A18450CA99},,0,1,,0,,,,1,000055,wildcade,,,,Comanche,ARAOC,40031,DVF,OKOKS,,State,Other,,,,,,,SA02,BIA,OKANA,US-OK,,,,,,2026-OKANA-000055,No Decision,,,,1767620852757,1769025530337,0,,,{D4C91CC1-C54F-4819-BDA1-14FBFF573610},635b7af7-c5d1-4ed5-98d5-17ebfe887f56,Type 5 Incident,-98.591111,34.631944
523766,38488364,,DEFAULT,1767392100000,1767392100000,wildcade,200,200,CONCC,,,,,,,,,,Human,,,,,1767391038000,,1767397500000,,,,,,,RMCC,,,,,,61,,WF,FI,40.259229,-102.976746,,,{2F394C8F-F804-4CC3-9575-74ACD70505D3},,0,,,0,,,,1,000012,wildcade,,,,Logan,CONCC,08075,,,,State,Other,,,,,,,RM25,C&L,COLOX,US-CO,,,,,,2026-COLOX-000012,No Decision,,,,1767633889420,1767633946487,0,,,{7C50A715-3B73-494C-80DC-82179F85A04A},b58f7858-5f0d-41e4-8ab6-1828b6ab8168,Type 4 Incident,-103.161514,40.60829
523807,42522018,,DEFAULT,1768923000000,1768923000000,wildcade,140,140,NMSFC,,,,,,,,,,Undetermined,,,,,1767553200000,,1769904000000,,,,,,,SWCC,,,,,,Colonias,,WF,FI,35.07401,-104.76406,,,{3929D9DF-CD55-4363-AD18-10C1595F00FC},,0,1,,0,,,,1,000018,wildcade,,,,Guadalupe,NMSFC,35019,,,,Private,Private,,,,,,,SW13,SF,NMN4S,US-NM,,,,,,2026-NMN4S-000018,No Decision,,,,1767638362513,1774376915350,0,,,{3929D9DF-CD55-4363-AD18-10C1595F00FC},c8b1213b-7f7b-4c1c-8a0f-2ad376cf4f07,,-104.76406,35.07401
523839,38488436,,DEFAULT,1767653799000,1767971792000,firesponse,16.14,16.14,TNTNSC,,16.14,,,,Moderate,,,,Human,Debris and open burning,,,,1767635964000,Type 5 Incident,1767971987000,,,,,,,SACC,,,,,,Hawkins - Cave Springs Road,,WF,FI,36.49758333,-82.95473333,,,{E92BC8DC-4B23-4C12-8775-C180516AA595},,0,,,0,,,0,1,260013,firesponse,100,,,Hawkins,TNTNSC,47073,DVF,TNTNS,,Private,Private,,,,,,,SA25B,DVF,TNTNS,US-TN,,TL2,Tall Grass (2.5 feet),,,2026-TNTNS-260013,No Decision,,,,1767639511220,1767972194750,0,,,{89B697C3-609E-4ADD-9582-B710B2294760},7187b990-d385-4d1b-920e-93faa25d6f92,Type 5 Incident,-82.95473333,36.49758333
523854,42522826,,DEFAULT,1767651180000,1772209440000,wildcade,51.41,80,MSMIC,,,,,,,,,,Human,,,SFJX,,1767637920000,,1773762600000,,,,,P8,1880,SACC,,,,,,Carson Seven,,WF,FI,30.529444,-89.0525,,,{E29F964B-3F58-4086-A511-546382EA6973},,0,1,,0,,,,1,000027,wildcade,,,,Harrison,MSMIC,28047,,,,Private,Private,,,,,,,SA21B,USFS,MSMNF,US-MS,,,,,,2026-MSMNF-000027,No Decision,,,,1767641850053,1773762607520,0,,,{E29F964B-3F58-4086-A511-546382EA6973},df7af81e-73e6-43e0-ae63-c0c0bce4442b,Type 5 Incident,-89.0525,30.529444
